Артикул,Товар,Категория,Подкатегория,Цена за штуку,Цена за упаковку,Цена за коробку,Кол-во в упаковке,Кол-во в коробке
29037,"Салфетка сервировочная 33*33 см., синяя",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,3350,1340000,30150,400,9
29021,"Салфетки сервировочные 33*33 см., КРАСНЫЕ",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,3600,1440000,32400,400,9
29022,"Салфетки сервировочные 33*33 см., ЧЕРНЫЕ",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,2700,1080000,24300,400,9
29038,"Салфетка сервировочная 33*33 мм., «Мюрекс»",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,700,70000,9800,100,14
29007,"Салфетки для настольного диспенсера, 2 слоя",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,175,35000,6300,200,36
29008,"Полотенца Z-укладка для диспенсеров 120 листов, 20.5 см.",БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,280,280,5600,1,20
29039,Полотенце бумажное Z-укладка 200 листов,БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,470,470,9400,1,20
29040,Полотенца бумажные Z-укладка «Tork» 190 листов,БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,1000,1000,20000,1,20
29027,"Полотенце бумажное для диспенсеров, 2 слоя, d-17, 100% (Целлюлоза), 90 м.",БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,950,950,5700,1,6
29010,Полотенце бумажное «Карина»,БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,470,940,6580,2,14
29035,"Бумажное полотенце ""Papironе"", 3 слоя",БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,1000,1000,1000,1,1
29041,Туалетная бумага Vукладка для диспенсеров 250 листов,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,330,330,11880,1,36
29042,"Туалетная бумага для диспенсеров, 2 слоя d-17, 100 м.",БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,420,420,5040,1,12
29043,Туалетная бумага «Tork»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,1650,1650,19800,1,12
29029,Туалетная бумага «Народная»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,3000,72000,3000,24,1
29046,Туалетная бумага «Подсолнухи»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,850,8500,850,10,1
29013,Туалетная бумага «PAPIA»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,5250,168000,5250,32,1
29016,Туалетная бумага «Белоснежка»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,2100,2100,25200,1,12
29004,Туалетная бумага «Набережные Челны»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,190,190,9120,1,48
29044,Туалетная бумага «Семей» 10 шт.,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,840,840,840,1,1
29045,Туалетная бумага «Семей» 10 шт. 24 шт.,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,2000,2000,2000,1,1
29048,Туалетная бумага «Papirone»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,5200,41600,5200,8,1
29030,Одноразовая накладка на унитаз,БЕЗ КАТЕГОРИИ,Разное,2450,612500,49000,250,20
30001,"Настольный диспенсер для салфеток, стандарт белый, пластиковый",ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,3200,3200,76800,1,24
30008,Диспенсер для Zукладки «Vially»,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,7450,7450,7450,1,1
30016,Диспенсер для Z укладки черный,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,6200,6200,6200,1,1
30002,"Диспенсер для бумажных полотенец Z-укладки, белый",ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,5540,5540,132960,1,24
30009,Диспенсер для туалетной бумаги «Vially»,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,6300,6300,6300,1,1
30019,Диспенсер для туалетной бумаги,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,6200,6200,6200,1,1
30003,Диспенсер для туалетной бумаги,БУМАЖНАЯ ПРОДУКЦИЯ,ТУАЛЕТНАЯ БУМАГА,4700,4700,112800,1,24
30004,"Диспенсер для жидкого мыла 500 мл., «Palex» белый",ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,2083,2083,49992,1,24
30010,"Дозатор для жидкого мыло, 500 мл.",ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,2500,2500,2500,1,1
30006,"Диспенсер для жидкого мыла 500 мл., прозрачный",ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,1500,1500,36000,1,24
30011,Диспенсер для жидкого мыла «Vially»,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,2880,2880,2880,1,1
30012,"Диспенсер для мыла пены черный, 1000 мл.",ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,31170,31170,31170,1,1
30017,Диспенсер для жидкого мыла железный,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,3150,3150,3150,1,1
30018,Диспенсер для жидкого мыла черный,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,3200,3200,3200,1,1
30013,Дозатор локтевой,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,3200,3200,3200,1,1
30014,Диспенсер для освежителя «Doremi» с запаской,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,5300,5300,5300,1,1
30007,Диспенсер для освежителя воздуха «AIRWICK»,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,4400,4400,4400,1,1
30015,Диспенсер для освежителя воздуха,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,5000,5000,5000,1,1
30021,Диспенсер для освежителя воздуха с запаской,ДЛЯ УБОРКИ И ГИГИЕНЫ,ДИСПЕНСЕРЫ И ДЕРЖАТЕЛИ,5300,5300,5300,1,1
30005,Диспенсер белый для гигиенической бумаги на крышку унитаза,ОДНОРАЗОВАЯ ПОСУДА,ОДНОРАЗОВЫЕ СТАКАНЫ,3700,3700,3700,1,1
31017,"Пакет без ручек (мешочек) мини, 190*230 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,300,45000,3000,150,10
31021,"Пакет без ручек (мешочек), рулон прозрачный «Лева», 250*360 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,490,39200,4900,80,10
31001,"Пакет без ручек (мешочек), стандартного размера, рулон прозрачный, 300*400 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,1150,920000,34500,800,30
31036,"Пакет без ручек (мешочек), 1000 гр.",ПАКЕТЫ,ФАСОВОЧНЫЕ,1000,1000,1000,1,1
31018,"Маечка с ручкой мини размера, в рулоне 500 гр., 200*380 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,300,300,18000,1,60
31033,"Маечка с ручкой, в рулоне 500 гр., 200*380 мм",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,500,25000,500,50,1
31030,"Маечка с ручкой мини 700 гр., 200*380 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,1100,77000,1100,70,1
31019,"Маечка с ручкой «Бомба», 1000 гр., 250*450 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,1350,1350,43200,1,32
31002,"Маечка с ручкой «Бомба», 2000 гр., 250*470 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,2000,2000,36000,1,18
31028,"Маечка с ручкой прозрачная, 2500 гр., 250*470 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,2700,2700,40500,1,15
31031,"Маечка с ручкой прозрачная, 3000 гр., 250*470 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,2750,2750,27500,1,10
31003,"Белый пакет, 300*500 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,400,20000,40000,50,100
31022,"Маечка с ручкой синяя 1000 гр., 580*800 мм.",ПАКЕТЫ,ПАКЕТЫ-МАЕЧКИ,1150,1150,1150,1,1
31023,"Пакет для гостей, 260*480 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,20,1000,2000,50,100
31004,"Пакет фиолетовый, 300*600 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,630,25200,37800,40,60
31005,"Пакет «Спасибо за покупку!», 332*518 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,850,76500,34000,90,40
31006,"Черный пакет, 300*490 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,420,16800,42000,40,100
31007,"Пакет «Kodak», 440*630 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,350,8750,45500,25,130
31020,"Оранжевый пакет, 450*720 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,550,11000,550,20,1
31008,"Пакет «Shivaki», 750*500 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,750,14250,37500,19,50
31009,"Пакет с вырезами для коробки под пиццу, 180*120*290 мм.",ПАКЕТЫ,ФАСОВОЧНЫЕ,26,2600,78000,100,3000
31024,"Пакет-майка под пиццу 420*300*700 мм., 14 мкр., прозрачный",ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,37,3700,37000,100,1000
31025,Мусорный пакет «Luscan» белый 20 л.,ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,325,3250,16250,10,50
31029,Мусорный пакет «Luscan» белый 20 л. 60 л.,ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,470,4700,21150,10,45
31010,Мусорный пакет 30 л.,ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,250,7500,37500,30,150
31011,Мусорный пакет 60 л.,ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,280,2800,28000,10,100
31026,"Мусорный пакет 60 л. Мусорный пакет 60 л., особо прочный",ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,600,6000,43200,10,72
31012,"Мусорный пакет 120 л., «Гринбро»",ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,330,3300,33000,10,100
31013,"Мусорный пакет 120 л., «Гринбро» Мусорный пакет 120 л., «Делюкс»",ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,680,6800,14960,10,22
31014,"Мусорный пакет 160 л., «Гринбро»",ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,520,5200,31200,10,60
31015,"Мусорный пакет 160 л., «Гринбро» Мусорный пакет 160 л., «Делюкс»",ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,800,8000,19200,10,24
31034,"Мусорный пакет 160 л., «Гринбро» Мусорный пакет 160 л., «Делюкс» Мусорный пакет 160 л., «Хайс»",ПАКЕТЫ,МУСОРНЫЕ МЕШКИ,490,490,490,1,1
31016,"Мусорный пакет 240 л., «Эконом», прочные 40 микрон",ОДНОРАЗОВАЯ УПАКОВКА,КОНТЕЙНЕРЫ ИЗ САХАРНОГО ТРОСТНИКА,950,9500,47500,10,50
31035,"Мусорный пакет 240 л., «Эконом», прочные 40 микрон Мусорный пакет 240 л., «Хайс»",ОДНОРАЗОВАЯ УПАКОВКА,КОНТЕЙНЕРЫ ИЗ САХАРНОГО ТРОСТНИКА,850,25500,42500,30,50
31032,"Мусорный пакет 300 л., «Эконом»",ОДНОРАЗОВАЯ УПАКОВКА,КОНТЕЙНЕРЫ ИЗ САХАРНОГО ТРОСТНИКА,1150,1150,1150,1,1
31027,Китайская сумка,БЕЗ КАТЕГОРИИ,Разное,1100,1100,1100,1,1
32002,"Маска медицинская на резинках, 3-х слойный Голубая",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,10,500,10000,50,1000
32015,"Маска медицинская на резинках, 3-х слойный Голубая Черная",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,700,35000,700000,50,1000
32027,Одноразовая простыня 12 микрон белые,БЕЗ КАТЕГОРИИ,Разное,4000,4000,4000,1,1
32010,Одноразовая простыня 12 микрон белые 17 микрон,БЕЗ КАТЕГОРИИ,Разное,4600,4600,4600,1,1
32003,Бахилы синие эконом 17 мкм.,ОДНОРАЗОВАЯ УПАКОВКА,КОНТЕЙНЕРЫ ИЗ САХАРНОГО ТРОСТНИКА,12,1200,480,100,40
32004,"Фартук одноразовый ПНД, 8 гр., белый",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,15,1500,15000,100,1000
32005,"Фартук особо прочный 60 мкм., белый",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,110,5500,55000,50,500
32028,"Фартук сверхпрочный, голубой, 81*125 см.",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,50,2500,50,50,1
32011,Фартук кожаный,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1900,1900,1900,1,1
32016,Фартук кухонный,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1500,1500,1500,1,1
32020,"Халат одноразовый, белый, 40 мкм",БЕЗ КАТЕГОРИИ,Разное,550,550,550,1,1
32017,"Перчатки одноразовые полиэтиленовые, прозрачные Размеры: M",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,200,20000,20000,100,100
32006,"Перчатки одноразовые полиэтиленовые, прозрачные Размеры: M L",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,200,20000,20000,100,100
32013,"Перчатки одноразовые полиэтиленовые, прозрачные, Extra Premium",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,2700,1080000,27000,400,10
32018,"Перчатки виниловые, прозрачные, неопудренные Размеры: S",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1150,115000,11500,100,10
32007,"Перчатки виниловые, прозрачные, неопудренные Размеры: S M",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1070,107000,10700,100,10
32019,"Перчатки виниловые, прозрачные, неопудренные Размеры: S M L",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1070,107000,10700,100,10
32008,"Перчатки нитриловинил, черные неопудренные Размеры: S",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1250,1250,1250,1,1
32021,"Перчатки нитриловинил, черные неопудренные Размеры: S M",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1250,125000,12500,100,10
32022,"Перчатки нитриловинил, черные неопудренные Размеры: S M L",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1250,125000,12500,100,10
32023,"Перчатки нитриловинил, черные неопудренные Размеры: S M L XL",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1190,119000,11900,100,10
32032,Перчатки витрил черные «VerdeVita» Размеры: S,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1200,1200,1200,1,1
32024,Перчатки витрил черные «VerdeVita» Размеры: S M,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1200,1200,1200,1,1
32025,Перчатки витрил черные «VerdeVita» Размеры: S M L,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1200,120000,12000,100,10
32033,Перчатки витрил черные «VerdeVita» Размеры: S M L XL,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1200,120000,12000,100,10
32026,Перчатки комбинированные,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,520,520,520,1,1
32009,Перчатки х/б рабочие,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,600,600,600,1,1
3200901,Перчатки х/б рабочие Перчатки х/б рабочие,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,400,4800,52000,12,130
32034,"Перчатки гелевые резиновые, хозяйственные ""Бык"" Размер: M",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,330,330,330,1,1
32035,"Перчатки гелевые резиновые, хозяйственные ""Бык"" Размер: M L",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,330,330,330,1,1
32029,Перчатки нитриловинил неопудренные СИНИЕ Размер: S,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1250,1250,1250,1,1
32030,Перчатки нитриловинил неопудренные СИНИЕ Размер: S M,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1250,1250,1250,1,1
32031,Перчатки нитриловинил неопудренные СИНИЕ Размер: S M L,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,1250,1250,1250,1,1
33067,Прихватка-рукавица (тряпочная),ДЛЯ ВЫПЕЧКИ,РУКАВА ДЛЯ ЗАПЕКАНИЯ,1850,3700,1850,2,1
33062,Прихватка варежка гелиевая,БЕЗ КАТЕГОРИИ,Разное,1500,1500,1500,1,1
33004,Силиконовые прихватки мини,БЕЗ КАТЕГОРИИ,Разное,690,690,690,1,1
33006,Прихватка железная,БЕЗ КАТЕГОРИИ,Разное,1500,1500,1500,1,1
33001,"Перчатки гелиевые резиновые, хозяйственные Размеры: S",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,220,220,220,1,1
33093,"Перчатки гелиевые резиновые, хозяйственные Размеры: S M",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,200,2000,120000,10,600
33094,"Перчатки гелиевые резиновые, хозяйственные Размеры: S M L",ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,200,2000,120000,10,600
33095,Перчатки «Роза» 100 гр. Размер: М,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,330,3300,198000,10,600
33096,Перчатки «Роза» 100 гр. Размер: М L,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,330,3300,198000,10,600
33068,Перчатки латексные «Дельфин» Размер: M,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,235,2350,94000,10,400
33097,Перчатки латексные «Дельфин» Размер: M L,ДЛЯ УБОРКИ И ГИГИЕНЫ,ПЕРЧАТКИ И САНИТАРНАЯ ОДЕЖДА,235,2350,94000,10,400
33002,Губка кухонная универсальная,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",400,4000,16000,10,40
33003,"Губка хозяйственная «Айзере», 145*85 мм.",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",600,3600,12000,6,20
33005,"Губка (казанки) металлическая, спиральная, жесткие",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",550,6600,89100,12,162
33041,Губка бытовая «Гранд Таза»,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",420,2520,8400,6,20
33055,"Губка для мытья посуды ""ПенаЛюкс АККОРД""",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",400,2400,12000,6,30
33098,"Казанки металлическая спиральная, мягкие",БЕЗ КАТЕГОРИИ,Разное,300,1800,32400,6,108
33099,Половник для супа,БЕЗ КАТЕГОРИИ,Разное,3150,3150,3150,1,1
33100,Щипцы кухонный универсальные,БЕЗ КАТЕГОРИИ,Разное,1050,1050,1050,1,1
33101,Ложка для гарниров,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,1300,1300,1300,1,1
33262,Штопор,БЕЗ КАТЕГОРИИ,Разное,650,650,650,1,1
33102,Топор кухонный,БЕЗ КАТЕГОРИИ,Разное,3150,3150,3150,1,1
33103,Нож кухонный поварской,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,2250,2250,2250,1,1
33104,Точилка для ножа,ОДНОРАЗОВАЯ ПОСУДА,СТОЛОВЫЕ ПРИБОРЫ,800,800,800,1,1
33105,Сетка на раковину,БЕЗ КАТЕГОРИИ,Разное,190,190,190,1,1
33289,Овощечистка,БЕЗ КАТЕГОРИИ,Разное,450,450,450,1,1
33106,Сито для заварки,БЕЗ КАТЕГОРИИ,Разное,690,690,690,1,1
33108,"Терка кухонная, классическая",БЕЗ КАТЕГОРИИ,Разное,2100,2100,2100,1,1
33136,Открывашка для консервных банок,БЕЗ КАТЕГОРИИ,Разное,3200,3200,3200,1,1
33109,Подставка для молока,БЕЗ КАТЕГОРИИ,Разное,380,380,380,1,1
33111,Щетка металлическая,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",380,380,380,1,1
33107,Пиццарезка,ОДНОРАЗОВАЯ УПАКОВКА,БУМАЖНЫЕ КОНТЕЙНЕРЫ,1630,1630,1630,1,1
33282,Ершик для кувшина,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",650,650,650,1,1
33112,Ершик для посуды,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",300,300,300,1,1
33113,Сито для посуды,БЕЗ КАТЕГОРИИ,Разное,1000,1000,1000,1,1
33114,Распылитель - пульверизатор,БЕЗ КАТЕГОРИИ,Разное,450,450,67500,1,150
33007,Тряпка с перфорацией,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",345,1035,55200,3,160
33087,Салфетка универсальная «Freshouse» 20 шт.,БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1500,30000,300000,20,200
33117,"""Saf"" салфетка вискозная",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,185,555,27750,3,150
33115,"Микрофибра универсальная, 350*350 мм.",БЕЗ КАТЕГОРИИ,Разное,230,230,230,1,1
33058,"Салфетка из микрофибры для стекла, 350*350 мм., «Glass», голубая",БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,300,300,60000,1,200
33075,Набор тряпок для стекла,БЕЗ КАТЕГОРИИ,Разное,1150,5750,1150,5,1
33116,"Тряпка микрофибра, 400*400 мм",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",280,280,280,1,1
33287,"Тряпка микрофибра цветная, 50*70 см",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",1200,1200,1200,1,1
33110,"Тряпка микрофибра ELMA, 50*80 см",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",750,750,750,1,1
33031,"Микрофибра с ворсом серый, 40*60 см.",БЕЗ КАТЕГОРИИ,Разное,320,320,32000,1,100
3303101,"Микрофибра с ворсом синий, 40*60 см.",БЕЗ КАТЕГОРИИ,Разное,320,320,32000,1,100
33118,Комплект из микрофибры,БЕЗ КАТЕГОРИИ,Разное,1250,5000,12500,4,10
33270,"Комплект из микрофибры, 300*300 мм.",БЕЗ КАТЕГОРИИ,Разное,880,4400,880,5,1
33119,Микрофибра половая 50*70 см.,БЕЗ КАТЕГОРИИ,Разное,1000,1000,1000,1,1
33008,"Вафельное полотенце, 45 см.*60 м.",БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,4000,4000,80000,1,20
33009,"Ветошь в рулоне, 45*90 м.",ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",9500,9500,9500,1,1
33271,Салфетка вискозная в рулоне,БУМАЖНАЯ ПРОДУКЦИЯ,САЛФЕТКИ,1500,1500,1500,1,1
33120,Вафельное полотно,БЕЗ КАТЕГОРИИ,Разное,260,260,260,1,1
33121,Вафельное полотенце плотное,БУМАЖНАЯ ПРОДУКЦИЯ,БУМАЖНЫЕ ПОЛОТЕНЦА,35000,35000,35000,1,1
33010,Ветошь для пола Обычная,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",150,1500,15000,10,100
33069,Ветошь для пола Обычная Прошитая,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",330,3300,16500,10,50
3306901,Ветошь для пола Обычная Прошитая Прошитая,ДЛЯ УБОРКИ И ГИГИЕНЫ,"ГУБКИ, ТРЯПКИ, ШВАБРЫ",0,0,0,10,50
